Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_Per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
CA-100206,3/29/2025,Canada,P3002,Blender Pro,Home Appliances,120,7,85,15,Credit Card,26-35,Male,Montreal,Rep 11
CA-100207,12/27/2025,Canada,P1001,Smartphone X,Electronics,800,3,620,10,Credit Card,18-25,Female,Montreal,Rep 15
CA-100208,3/4/2025,Canada,P2003,Organic Honey,Grocery,15,5,9,5,Mobile Payment,18-25,Female,Montreal,Rep 2
CA-100209,12/23/2025,Canada,P4002,Hair Trimmer,Personal Care,35,9,20,0,Credit Card,46-55,Male,Vancouver,Rep 9
CA-100210,1/12/2025,Canada,P4002,Hair Trimmer,Personal Care,35,2,20,5,Cash,18-25,Male,Montreal,Rep 18
CA-100211,9/1/2025,Canada,P4001,Skincare Kit,Personal Care,50,10,28,15,Credit Card,26-35,Female,Montreal,Rep 3
CA-100212,1/9/2025,Canada,P3002,Blender Pro,Home Appliances,120,6,85,0,Credit Card,26-35,Male,Toronto,Rep 8
CA-100213,3/22/2025,Canada,P4002,Hair Trimmer,Personal Care,35,10,20,5,Cash,36-45,Male,Toronto,Rep 8
CA-100214,3/15/2025,Canada,P4001,Skincare Kit,Personal Care,50,1,28,5,Cash,36-45,Female,Vancouver,Rep 16
CA-100215,9/4/2025,Canada,P1001,Smartphone X,Electronics,800,7,620,15,Mobile Payment,36-45,Female,Toronto,Rep 13
CA-100216,3/24/2025,Canada,P3002,Blender Pro,Home Appliances,120,2,85,5,Mobile Payment,26-35,Female,Vancouver,Rep 10
CA-100217,12/28/2025,Canada,P4001,Skincare Kit,Personal Care,50,10,28,0,Cash,46-55,Female,Toronto,Rep 15
CA-100218,11/3/2025,Canada,P1003,Wireless Earbuds,Electronics,150,2,95,5,Mobile Payment,46-55,Female,Toronto,Rep 12
CA-100219,12/12/2025,Canada,P2003,Organic Honey,Grocery,15,9,9,15,Debit Card,18-25,Female,Vancouver,Rep 9
CA-100220,2/8/2025,Canada,P1003,Wireless Earbuds,Electronics,150,1,95,0,Debit Card,18-25,Male,Toronto,Rep 11
CA-100221,1/1/2025,Canada,P3002,Blender Pro,Home Appliances,120,6,85,10,Credit Card,18-25,Female,Toronto,Rep 5
CA-100222,10/15/2025,Canada,P2003,Organic Honey,Grocery,15,4,9,0,Debit Card,46-55,Male,Toronto,Rep 14
CA-100223,5/3/2025,Canada,P1003,Wireless Earbuds,Electronics,150,9,95,10,Debit Card,46-55,Female,Toronto,Rep 6
CA-100224,7/20/2025,Canada,P3002,Blender Pro,Home Appliances,120,5,85,5,Mobile Payment,36-45,Male,Toronto,Rep 5
CA-100225,11/14/2025,Canada,P2003,Organic Honey,Grocery,15,1,9,10,Debit Card,46-55,Male,Vancouver,Rep 9
CA-100226,8/13/2025,Canada,P2003,Organic Honey,Grocery,15,1,9,10,Debit Card,26-35,Female,Vancouver,Rep 10
CA-100227,12/28/2025,Canada,P1003,Wireless Earbuds,Electronics,150,10,95,10,Credit Card,36-45,Female,Toronto,Rep 14
CA-100228,5/8/2025,Canada,P1003,Wireless Earbuds,Electronics,150,6,95,0,Debit Card,46-55,Male,Montreal,Rep 7
CA-100229,3/22/2025,Canada,P1001,Smartphone X,Electronics,800,4,620,15,Debit Card,18-25,Female,Vancouver,Rep 6
CA-100230,2/27/2025,Canada,P2003,Organic Honey,Grocery,15,2,9,15,Debit Card,26-35,Male,Toronto,Rep 12
CA-100231,9/30/2025,Canada,P4001,Skincare Kit,Personal Care,50,2,28,10,Mobile Payment,18-25,Female,Vancouver,Rep 10
CA-100232,8/9/2025,Canada,P3002,Blender Pro,Home Appliances,120,5,85,5,Mobile Payment,46-55,Male,Montreal,Rep 18
CA-100233,8/24/2025,Canada,P1001,Smartphone X,Electronics,800,2,620,15,Credit Card,36-45,Male,Toronto,Rep 19
CA-100234,6/25/2025,Canada,P1001,Smartphone X,Electronics,800,9,620,0,Mobile Payment,18-25,Male,Vancouver,Rep 2
CA-100235,6/11/2025,Canada,P2004,Spices Pack,Grocery,9,5,4,0,Debit Card,46-55,Female,Vancouver,Rep 6
CA-100236,3/7/2025,Canada,P2004,Spices Pack,Grocery,9,2,4,10,Cash,18-25,Male,Toronto,Rep 11
CA-100237,8/22/2025,Canada,P3002,Blender Pro,Home Appliances,120,4,85,15,Credit Card,26-35,Male,Vancouver,Rep 4
CA-100238,11/13/2025,Canada,P1001,Smartphone X,Electronics,800,1,620,15,Mobile Payment,18-25,Male,Vancouver,Rep 14
CA-100239,5/10/2025,Canada,P1003,Wireless Earbuds,Electronics,150,4,95,5,Mobile Payment,46-55,Male,Toronto,Rep 17
CA-100240,4/10/2025,Canada,P2003,Organic Honey,Grocery,15,2,9,15,Credit Card,36-45,Female,Toronto,Rep 5
CA-100241,4/8/2025,Canada,P3002,Blender Pro,Home Appliances,120,9,85,15,Mobile Payment,46-55,Male,Vancouver,Rep 3
CA-100242,3/1/2025,Canada,P4001,Skincare Kit,Personal Care,50,3,28,10,Cash,36-45,Male,Montreal,Rep 18
CA-100243,11/18/2025,Canada,P4001,Skincare Kit,Personal Care,50,10,28,0,Mobile Payment,36-45,Male,Vancouver,Rep 7
CA-100244,12/19/2025,Canada,P4002,Hair Trimmer,Personal Care,35,9,20,10,Debit Card,26-35,Female,Montreal,Rep 14
CA-100245,10/28/2025,Canada,P1001,Smartphone X,Electronics,800,3,620,10,Mobile Payment,26-35,Male,Toronto,Rep 7
CA-100246,12/4/2025,Canada,P3002,Blender Pro,Home Appliances,120,5,85,15,Credit Card,18-25,Male,Montreal,Rep 14
CA-100247,8/10/2025,Canada,P2004,Spices Pack,Grocery,9,2,4,0,Cash,18-25,Male,Toronto,Rep 11
CA-100248,12/2/2025,Canada,P3002,Blender Pro,Home Appliances,120,2,85,0,Mobile Payment,18-25,Female,Vancouver,Rep 6
CA-100249,9/13/2025,Canada,P3001,Microwave Oven,Home Appliances,220,5,165,0,Mobile Payment,46-55,Male,Montreal,Rep 6
CA-100250,2/23/2025,Canada,P4002,Hair Trimmer,Personal Care,35,9,20,5,Mobile Payment,18-25,Female,Montreal,Rep 5
CA-100251,1/25/2025,Canada,P4001,Skincare Kit,Personal Care,50,6,28,0,Cash,46-55,Female,Montreal,Rep 8
CA-100252,2/10/2025,Canada,P2004,Spices Pack,Grocery,9,10,4,15,Debit Card,46-55,Female,Vancouver,Rep 11
CA-100253,3/14/2025,Canada,P3001,Microwave Oven,Home Appliances,220,1,165,0,Cash,46-55,Male,Toronto,Rep 20
CA-100254,9/18/2025,Canada,P1001,Smartphone X,Electronics,800,5,620,5,Debit Card,26-35,Male,Toronto,Rep 5
CA-100255,6/12/2025,Canada,P2004,Spices Pack,Grocery,9,7,4,0,Mobile Payment,18-25,Female,Toronto,Rep 8
CA-100256,11/7/2025,Canada,P1002,Laptop Air,Electronics,1100,8,880,5,Cash,36-45,Male,Toronto,Rep 4
CA-100257,4/25/2025,Canada,P2003,Organic Honey,Grocery,15,5,9,0,Debit Card,18-25,Female,Toronto,Rep 12
CA-100258,3/4/2025,Canada,P1003,Wireless Earbuds,Electronics,150,6,95,5,Mobile Payment,36-45,Female,Montreal,Rep 11
CA-100259,9/26/2025,Canada,P2004,Spices Pack,Grocery,9,7,4,10,Credit Card,26-35,Male,Montreal,Rep 11
CA-100260,5/29/2025,Canada,P3001,Microwave Oven,Home Appliances,220,2,165,5,Credit Card,46-55,Male,Toronto,Rep 3
CA-100261,5/9/2025,Canada,P3001,Microwave Oven,Home Appliances,220,10,165,0,Debit Card,18-25,Male,Vancouver,Rep 13
CA-100262,9/13/2025,Canada,P4002,Hair Trimmer,Personal Care,35,1,20,5,Mobile Payment,18-25,Male,Vancouver,Rep 17
CA-100263,7/15/2025,Canada,P2003,Organic Honey,Grocery,15,1,9,15,Debit Card,36-45,Male,Vancouver,Rep 14
CA-100264,11/11/2025,Canada,P3002,Blender Pro,Home Appliances,120,6,85,15,Credit Card,18-25,Male,Toronto,Rep 13
CA-100265,6/22/2025,Canada,P3002,Blender Pro,Home Appliances,120,2,85,10,Debit Card,26-35,Female,Toronto,Rep 18
CA-100266,3/2/2025,Canada,P2003,Organic Honey,Grocery,15,4,9,10,Cash,36-45,Female,Toronto,Rep 5
CA-100267,11/29/2025,Canada,P1001,Smartphone X,Electronics,800,2,620,5,Debit Card,26-35,Male,Montreal,Rep 5
CA-100268,1/26/2025,Canada,P3002,Blender Pro,Home Appliances,120,8,85,5,Credit Card,36-45,Male,Montreal,Rep 8
CA-100269,9/21/2025,Canada,P1001,Smartphone X,Electronics,800,9,620,5,Cash,46-55,Female,Vancouver,Rep 7
CA-100270,11/3/2025,Canada,P4002,Hair Trimmer,Personal Care,35,9,20,15,Debit Card,18-25,Male,Montreal,Rep 18
CA-100271,7/23/2025,Canada,P4002,Hair Trimmer,Personal Care,35,6,20,15,Cash,36-45,Female,Vancouver,Rep 18
CA-100272,12/17/2025,Canada,P1003,Wireless Earbuds,Electronics,150,7,95,0,Credit Card,26-35,Male,Toronto,Rep 17
CA-100273,8/24/2025,Canada,P4001,Skincare Kit,Personal Care,50,10,28,15,Cash,36-45,Male,Montreal,Rep 19
CA-100274,7/12/2025,Canada,P2003,Organic Honey,Grocery,15,9,9,0,Mobile Payment,36-45,Female,Montreal,Rep 17
CA-100275,7/27/2025,Canada,P1001,Smartphone X,Electronics,800,8,620,5,Credit Card,26-35,Female,Vancouver,Rep 17
CA-100276,12/1/2025,Canada,P4002,Hair Trimmer,Personal Care,35,7,20,5,Debit Card,36-45,Male,Montreal,Rep 12
CA-100277,4/8/2025,Canada,P1001,Smartphone X,Electronics,800,6,620,0,Credit Card,36-45,Female,Montreal,Rep 15
CA-100278,9/27/2025,Canada,P2003,Organic Honey,Grocery,15,4,9,15,Mobile Payment,26-35,Male,Montreal,Rep 7
CA-100279,6/5/2025,Canada,P4001,Skincare Kit,Personal Care,50,5,28,15,Cash,18-25,Male,Vancouver,Rep 11
CA-100280,2/20/2025,Canada,P3001,Microwave Oven,Home Appliances,220,9,165,0,Debit Card,36-45,Female,Montreal,Rep 7
CA-100281,7/31/2025,Canada,P3002,Blender Pro,Home Appliances,120,5,85,0,Credit Card,36-45,Female,Toronto,Rep 7
CA-100282,9/29/2025,Canada,P3002,Blender Pro,Home Appliances,120,5,85,10,Cash,36-45,Female,Montreal,Rep 3
CA-100283,5/3/2025,Canada,P4001,Skincare Kit,Personal Care,50,10,28,5,Credit Card,36-45,Male,Vancouver,Rep 18
CA-100284,1/19/2025,Canada,P4002,Hair Trimmer,Personal Care,35,9,20,10,Cash,46-55,Male,Vancouver,Rep 10
CA-100285,9/11/2025,Canada,P4002,Hair Trimmer,Personal Care,35,4,20,15,Mobile Payment,46-55,Female,Toronto,Rep 18
CA-100286,8/26/2025,Canada,P4001,Skincare Kit,Personal Care,50,4,28,15,Cash,36-45,Female,Montreal,Rep 19
CA-100287,9/23/2025,Canada,P4002,Hair Trimmer,Personal Care,35,10,20,10,Mobile Payment,18-25,Female,Vancouver,Rep 4
CA-100288,6/4/2025,Canada,P2003,Organic Honey,Grocery,15,8,9,15,Mobile Payment,36-45,Female,Vancouver,Rep 16
CA-100289,10/14/2025,Canada,P2003,Organic Honey,Grocery,15,2,9,5,Cash,18-25,Female,Vancouver,Rep 3
CA-100290,11/18/2025,Canada,P2003,Organic Honey,Grocery,15,10,9,10,Credit Card,18-25,Male,Vancouver,Rep 9
CA-100291,7/18/2025,Canada,P1003,Wireless Earbuds,Electronics,150,3,95,10,Debit Card,18-25,Male,Toronto,Rep 1
CA-100292,11/27/2025,Canada,P4002,Hair Trimmer,Personal Care,35,5,20,0,Credit Card,26-35,Male,Vancouver,Rep 1
CA-100293,2/27/2025,Canada,P3001,Microwave Oven,Home Appliances,220,1,165,0,Mobile Payment,26-35,Male,Toronto,Rep 12
CA-100294,5/30/2025,Canada,P2003,Organic Honey,Grocery,15,10,9,5,Credit Card,26-35,Female,Montreal,Rep 11
CA-100295,4/18/2025,Canada,P4001,Skincare Kit,Personal Care,50,5,28,0,Cash,36-45,Female,Toronto,Rep 4
CA-100296,1/20/2025,Canada,P1001,Smartphone X,Electronics,800,9,620,15,Debit Card,26-35,Female,Vancouver,Rep 16
CA-100297,9/12/2025,Canada,P4001,Skincare Kit,Personal Care,50,1,28,15,Credit Card,18-25,Male,Toronto,Rep 14
CA-100298,1/20/2025,Canada,P1003,Wireless Earbuds,Electronics,150,1,95,5,Credit Card,36-45,Male,Montreal,Rep 7
CA-100299,9/26/2025,Canada,P3001,Microwave Oven,Home Appliances,220,6,165,10,Credit Card,26-35,Male,Montreal,Rep 18
CA-100300,8/13/2025,Canada,P4001,Skincare Kit,Personal Care,50,2,28,15,Cash,26-35,Male,Vancouver,Rep 20
CA-100301,10/2/2025,Canada,P1003,Wireless Earbuds,Electronics,150,6,95,10,Debit Card,18-25,Male,Toronto,Rep 15
CA-100302,10/24/2025,Canada,P4001,Skincare Kit,Personal Care,50,8,28,10,Mobile Payment,36-45,Male,Vancouver,Rep 8
CA-100303,6/27/2025,Canada,P4002,Hair Trimmer,Personal Care,35,9,20,15,Debit Card,46-55,Female,Vancouver,Rep 4
CA-100304,8/21/2025,Canada,P2004,Spices Pack,Grocery,9,2,4,0,Cash,36-45,Male,Vancouver,Rep 7
CA-100305,2/11/2025,Canada,P3002,Blender Pro,Home Appliances,120,9,85,0,Debit Card,26-35,Male,Montreal,Rep 19
CA-100306,3/31/2025,Canada,P3001,Microwave Oven,Home Appliances,220,7,165,5,Mobile Payment,18-25,Male,Montreal,Rep 7
CA-100307,8/1/2025,Canada,P2004,Spices Pack,Grocery,9,3,4,10,Cash,26-35,Male,Vancouver,Rep 6
CA-100308,11/14/2025,Canada,P1002,Laptop Air,Electronics,1100,2,880,10,Mobile Payment,18-25,Female,Toronto,Rep 4
CA-100309,4/14/2025,Canada,P1002,Laptop Air,Electronics,1100,1,880,0,Mobile Payment,46-55,Female,Vancouver,Rep 4
CA-100310,9/15/2025,Canada,P1002,Laptop Air,Electronics,1100,7,880,10,Cash,18-25,Male,Toronto,Rep 19
CA-100311,9/8/2025,Canada,P3002,Blender Pro,Home Appliances,120,4,85,0,Debit Card,26-35,Male,Toronto,Rep 12
CA-100312,4/25/2025,Canada,P4001,Skincare Kit,Personal Care,50,7,28,15,Cash,26-35,Male,Montreal,Rep 16
CA-100313,3/2/2025,Canada,P1002,Laptop Air,Electronics,1100,1,880,5,Debit Card,18-25,Male,Toronto,Rep 2
CA-100314,7/29/2025,Canada,P1001,Smartphone X,Electronics,800,8,620,15,Debit Card,36-45,Male,Vancouver,Rep 3
CA-100315,6/27/2025,Canada,P2003,Organic Honey,Grocery,15,1,9,5,Credit Card,26-35,Male,Vancouver,Rep 17
CA-100316,11/25/2025,Canada,P3001,Microwave Oven,Home Appliances,220,8,165,5,Credit Card,46-55,Female,Vancouver,Rep 5
CA-100317,11/22/2025,Canada,P1003,Wireless Earbuds,Electronics,150,7,95,10,Cash,46-55,Female,Toronto,Rep 19
CA-100318,7/16/2025,Canada,P1001,Smartphone X,Electronics,800,5,620,5,Mobile Payment,46-55,Male,Montreal,Rep 13
CA-100319,12/6/2025,Canada,P2003,Organic Honey,Grocery,15,4,9,0,Cash,36-45,Male,Toronto,Rep 18
CA-100320,6/14/2025,Canada,P4002,Hair Trimmer,Personal Care,35,8,20,10,Credit Card,36-45,Female,Toronto,Rep 6
CA-100321,4/29/2025,Canada,P1001,Smartphone X,Electronics,800,10,620,5,Mobile Payment,18-25,Male,Toronto,Rep 14
CA-100322,10/3/2025,Canada,P2003,Organic Honey,Grocery,15,9,9,15,Mobile Payment,18-25,Female,Vancouver,Rep 4
CA-100323,12/12/2025,Canada,P2003,Organic Honey,Grocery,15,8,9,10,Cash,18-25,Female,Vancouver,Rep 17
CA-100324,3/4/2025,Canada,P1002,Laptop Air,Electronics,1100,4,880,5,Mobile Payment,36-45,Male,Vancouver,Rep 16
CA-100325,3/15/2025,Canada,P3002,Blender Pro,Home Appliances,120,4,85,0,Cash,18-25,Male,Vancouver,Rep 2
CA-100326,5/7/2025,Canada,P4002,Hair Trimmer,Personal Care,35,3,20,15,Debit Card,46-55,Male,Vancouver,Rep 7
CA-100327,10/13/2025,Canada,P4002,Hair Trimmer,Personal Care,35,10,20,5,Mobile Payment,18-25,Male,Toronto,Rep 9
CA-100328,1/12/2025,Canada,P1001,Smartphone X,Electronics,800,2,620,15,Debit Card,46-55,Female,Montreal,Rep 14
CA-100329,6/7/2025,Canada,P4001,Skincare Kit,Personal Care,50,3,28,10,Mobile Payment,46-55,Male,Montreal,Rep 15
CA-100330,12/10/2025,Canada,P3002,Blender Pro,Home Appliances,120,6,85,5,Mobile Payment,26-35,Male,Toronto,Rep 9
CA-100331,12/18/2025,Canada,P4002,Hair Trimmer,Personal Care,35,1,20,10,Cash,46-55,Male,Montreal,Rep 16
CA-100332,5/5/2025,Canada,P1001,Smartphone X,Electronics,800,9,620,0,Debit Card,18-25,Female,Vancouver,Rep 13
CA-100333,1/25/2025,Canada,P4002,Hair Trimmer,Personal Care,35,2,20,10,Credit Card,18-25,Male,Vancouver,Rep 3
CA-100334,11/1/2025,Canada,P3001,Microwave Oven,Home Appliances,220,9,165,0,Credit Card,46-55,Male,Montreal,Rep 12
CA-100335,5/14/2025,Canada,P3001,Microwave Oven,Home Appliances,220,2,165,10,Credit Card,46-55,Male,Toronto,Rep 20
CA-100336,7/6/2025,Canada,P3002,Blender Pro,Home Appliances,120,7,85,15,Credit Card,18-25,Male,Montreal,Rep 14
CA-100337,5/9/2025,Canada,P4001,Skincare Kit,Personal Care,50,9,28,15,Debit Card,26-35,Male,Vancouver,Rep 20
CA-100338,6/30/2025,Canada,P1002,Laptop Air,Electronics,1100,3,880,0,Cash,26-35,Male,Toronto,Rep 1
CA-100339,8/27/2025,Canada,P2004,Spices Pack,Grocery,9,3,4,10,Credit Card,46-55,Female,Vancouver,Rep 7
CA-100340,4/5/2025,Canada,P4002,Hair Trimmer,Personal Care,35,1,20,5,Credit Card,18-25,Male,Vancouver,Rep 4
CA-100341,7/3/2025,Canada,P3002,Blender Pro,Home Appliances,120,7,85,15,Cash,36-45,Male,Vancouver,Rep 7
CA-100342,12/11/2025,Canada,P3002,Blender Pro,Home Appliances,120,3,85,0,Debit Card,36-45,Male,Toronto,Rep 18
CA-100343,9/19/2025,Canada,P1002,Laptop Air,Electronics,1100,2,880,5,Cash,26-35,Male,Vancouver,Rep 3
CA-100344,6/25/2025,Canada,P3001,Microwave Oven,Home Appliances,220,3,165,10,Debit Card,26-35,Female,Vancouver,Rep 8
CA-100345,1/9/2025,Canada,P4002,Hair Trimmer,Personal Care,35,10,20,15,Mobile Payment,36-45,Female,Montreal,Rep 8
CA-100346,6/2/2025,Canada,P4002,Hair Trimmer,Personal Care,35,3,20,5,Credit Card,18-25,Male,Montreal,Rep 3
CA-100347,7/8/2025,Canada,P3001,Microwave Oven,Home Appliances,220,2,165,5,Credit Card,26-35,Male,Montreal,Rep 5
CA-100348,1/30/2025,Canada,P1001,Smartphone X,Electronics,800,10,620,10,Cash,46-55,Male,Vancouver,Rep 6
CA-100349,8/25/2025,Canada,P1002,Laptop Air,Electronics,1100,6,880,15,Credit Card,18-25,Male,Vancouver,Rep 12
CA-100350,12/18/2025,Canada,P1002,Laptop Air,Electronics,1100,7,880,15,Debit Card,36-45,Male,Vancouver,Rep 12
CA-100351,12/25/2025,Canada,P1002,Laptop Air,Electronics,1100,4,880,10,Credit Card,26-35,Female,Toronto,Rep 2
CA-100352,5/23/2025,Canada,P1001,Smartphone X,Electronics,800,3,620,0,Credit Card,46-55,Female,Vancouver,Rep 2
CA-100353,1/28/2025,Canada,P4001,Skincare Kit,Personal Care,50,5,28,10,Mobile Payment,26-35,Female,Montreal,Rep 5
CA-100354,11/24/2025,Canada,P3001,Microwave Oven,Home Appliances,220,1,165,15,Debit Card,26-35,Male,Vancouver,Rep 14
CA-100355,4/1/2025,Canada,P2004,Spices Pack,Grocery,9,8,4,5,Credit Card,46-55,Male,Toronto,Rep 7
CA-100356,4/12/2025,Canada,P3001,Microwave Oven,Home Appliances,220,9,165,0,Credit Card,46-55,Male,Vancouver,Rep 6
CA-100357,11/22/2025,Canada,P2003,Organic Honey,Grocery,15,7,9,5,Credit Card,46-55,Female,Vancouver,Rep 14
CA-100358,1/8/2025,Canada,P1003,Wireless Earbuds,Electronics,150,2,95,0,Mobile Payment,26-35,Female,Vancouver,Rep 5
CA-100359,12/7/2025,Canada,P1001,Smartphone X,Electronics,800,1,620,10,Cash,46-55,Female,Vancouver,Rep 19
CA-100360,10/2/2025,Canada,P3001,Microwave Oven,Home Appliances,220,8,165,15,Mobile Payment,26-35,Male,Toronto,Rep 4
CA-100361,6/14/2025,Canada,P1002,Laptop Air,Electronics,1100,4,880,10,Debit Card,26-35,Female,Toronto,Rep 1
CA-100362,7/19/2025,Canada,P2004,Spices Pack,Grocery,9,10,4,15,Cash,18-25,Male,Montreal,Rep 19
CA-100363,12/1/2025,Canada,P2003,Organic Honey,Grocery,15,6,9,5,Cash,46-55,Female,Montreal,Rep 13
CA-100364,4/12/2025,Canada,P2004,Spices Pack,Grocery,9,6,4,10,Mobile Payment,26-35,Male,Vancouver,Rep 17
CA-100365,5/13/2025,Canada,P2003,Organic Honey,Grocery,15,3,9,5,Mobile Payment,46-55,Male,Toronto,Rep 17
CA-100366,12/13/2025,Canada,P1003,Wireless Earbuds,Electronics,150,2,95,15,Cash,36-45,Female,Toronto,Rep 3
CA-100367,9/3/2025,Canada,P1002,Laptop Air,Electronics,1100,10,880,5,Mobile Payment,36-45,Female,Montreal,Rep 14
CA-100368,7/2/2025,Canada,P1003,Wireless Earbuds,Electronics,150,5,95,15,Cash,26-35,Male,Vancouver,Rep 14
CA-100369,10/2/2025,Canada,P4002,Hair Trimmer,Personal Care,35,10,20,15,Credit Card,18-25,Female,Vancouver,Rep 3
CA-100370,7/21/2025,Canada,P3001,Microwave Oven,Home Appliances,220,9,165,5,Cash,18-25,Female,Toronto,Rep 15
CA-100371,2/24/2025,Canada,P3001,Microwave Oven,Home Appliances,220,8,165,5,Debit Card,36-45,Male,Vancouver,Rep 15
CA-100372,3/1/2025,Canada,P3002,Blender Pro,Home Appliances,120,1,85,0,Debit Card,18-25,Female,Vancouver,Rep 14
CA-100373,7/13/2025,Canada,P3001,Microwave Oven,Home Appliances,220,1,165,5,Cash,18-25,Female,Toronto,Rep 1
CA-100374,4/5/2025,Canada,P1003,Wireless Earbuds,Electronics,150,5,95,10,Debit Card,46-55,Female,Toronto,Rep 19
CA-100375,11/23/2025,Canada,P3001,Microwave Oven,Home Appliances,220,8,165,0,Mobile Payment,36-45,Male,Montreal,Rep 3
CA-100376,5/15/2025,Canada,P2004,Spices Pack,Grocery,9,3,4,15,Credit Card,18-25,Male,Toronto,Rep 4
CA-100377,7/21/2025,Canada,P1001,Smartphone X,Electronics,800,3,620,0,Mobile Payment,26-35,Female,Vancouver,Rep 18
CA-100378,3/30/2025,Canada,P4002,Hair Trimmer,Personal Care,35,6,20,10,Credit Card,36-45,Female,Toronto,Rep 9
CA-100379,12/23/2025,Canada,P3001,Microwave Oven,Home Appliances,220,2,165,10,Debit Card,36-45,Male,Vancouver,Rep 6
CA-100380,11/18/2025,Canada,P3002,Blender Pro,Home Appliances,120,1,85,0,Debit Card,18-25,Female,Toronto,Rep 11
CA-100381,10/9/2025,Canada,P2004,Spices Pack,Grocery,9,4,4,5,Mobile Payment,18-25,Male,Vancouver,Rep 17
CA-100382,8/23/2025,Canada,P1003,Wireless Earbuds,Electronics,150,6,95,0,Cash,46-55,Male,Montreal,Rep 14
CA-100383,12/8/2025,Canada,P2004,Spices Pack,Grocery,9,6,4,5,Credit Card,18-25,Female,Vancouver,Rep 19
CA-100384,6/7/2025,Canada,P2004,Spices Pack,Grocery,9,7,4,10,Mobile Payment,18-25,Female,Toronto,Rep 20
CA-100385,11/4/2025,Canada,P3001,Microwave Oven,Home Appliances,220,3,165,0,Credit Card,36-45,Female,Toronto,Rep 19
CA-100386,9/4/2025,Canada,P2004,Spices Pack,Grocery,9,6,4,10,Credit Card,36-45,Male,Montreal,Rep 6
CA-100387,3/23/2025,Canada,P2004,Spices Pack,Grocery,9,10,4,10,Cash,36-45,Male,Vancouver,Rep 15
CA-100388,10/23/2025,Canada,P4002,Hair Trimmer,Personal Care,35,5,20,5,Debit Card,26-35,Female,Vancouver,Rep 20
CA-100389,11/13/2025,Canada,P4001,Skincare Kit,Personal Care,50,5,28,5,Mobile Payment,36-45,Male,Vancouver,Rep 7
CA-100390,8/10/2025,Canada,P4001,Skincare Kit,Personal Care,50,2,28,15,Credit Card,26-35,Female,Vancouver,Rep 2
CA-100391,7/1/2025,Canada,P1003,Wireless Earbuds,Electronics,150,7,95,0,Credit Card,26-35,Male,Vancouver,Rep 11
CA-100392,8/4/2025,Canada,P1001,Smartphone X,Electronics,800,3,620,5,Credit Card,36-45,Female,Toronto,Rep 9
CA-100393,10/7/2025,Canada,P1003,Wireless Earbuds,Electronics,150,9,95,15,Credit Card,36-45,Female,Vancouver,Rep 10
CA-100394,12/31/2025,Canada,P4002,Hair Trimmer,Personal Care,35,10,20,10,Credit Card,46-55,Male,Montreal,Rep 16
CA-100395,1/5/2025,Canada,P4002,Hair Trimmer,Personal Care,35,6,20,10,Mobile Payment,26-35,Female,Vancouver,Rep 4
CA-100396,3/13/2025,Canada,P2003,Organic Honey,Grocery,15,2,9,5,Mobile Payment,26-35,Female,Toronto,Rep 17
CA-100397,7/18/2025,Canada,P1001,Smartphone X,Electronics,800,4,620,15,Debit Card,26-35,Male,Vancouver,Rep 18
CA-100398,10/20/2025,Canada,P3001,Microwave Oven,Home Appliances,220,3,165,10,Credit Card,36-45,Male,Vancouver,Rep 2
CA-100399,4/7/2025,Canada,P2003,Organic Honey,Grocery,15,4,9,0,Mobile Payment,46-55,Male,Toronto,Rep 10
CA-100400,4/20/2025,Canada,P4001,Skincare Kit,Personal Care,50,6,28,15,Debit Card,18-25,Female,Vancouver,Rep 7
CA-100401,2/6/2025,Canada,P1002,Laptop Air,Electronics,1100,2,880,5,Debit Card,18-25,Male,Montreal,Rep 20
CA-100402,6/14/2025,Canada,P4002,Hair Trimmer,Personal Care,35,1,20,5,Mobile Payment,46-55,Male,Montreal,Rep 3
CA-100403,5/19/2025,Canada,P4001,Skincare Kit,Personal Care,50,2,28,0,Mobile Payment,46-55,Male,Toronto,Rep 6
CA-100404,5/8/2025,Canada,P4001,Skincare Kit,Personal Care,50,8,28,15,Mobile Payment,18-25,Female,Vancouver,Rep 9
CA-100405,11/14/2025,Canada,P4001,Skincare Kit,Personal Care,50,5,28,10,Credit Card,46-55,Female,Toronto,Rep 15
CA-100406,7/23/2025,Canada,P4001,Skincare Kit,Personal Care,50,7,28,15,Credit Card,18-25,Female,Toronto,Rep 18
CA-100407,6/7/2025,Canada,P3001,Microwave Oven,Home Appliances,220,4,165,5,Credit Card,36-45,Male,Vancouver,Rep 16
CA-100408,11/28/2025,Canada,P2003,Organic Honey,Grocery,15,7,9,5,Credit Card,26-35,Female,Montreal,Rep 3
CA-100409,3/5/2025,Canada,P1001,Smartphone X,Electronics,800,2,620,5,Credit Card,46-55,Male,Vancouver,Rep 3
CA-100410,9/7/2025,Canada,P2003,Organic Honey,Grocery,15,9,9,10,Cash,46-55,Male,Toronto,Rep 6
CA-100411,6/19/2025,Canada,P4002,Hair Trimmer,Personal Care,35,4,20,10,Credit Card,36-45,Male,Montreal,Rep 11
CA-100412,7/26/2025,Canada,P1002,Laptop Air,Electronics,1100,8,880,15,Cash,26-35,Female,Montreal,Rep 16
