Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_Per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
SO-100200,7/6/2025,South Africa,P2004,Spices Pack,Grocery,9,2,4,5,Cash,46-55,Female,Cape Town,Rep 9
SO-100201,4/13/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,6,20,5,Debit Card,26-35,Female,Johannesburg,Rep 1
SO-100202,11/9/2025,South Africa,P1001,Smartphone X,Electronics,800,9,620,10,Mobile Payment,26-35,Male,Johannesburg,Rep 8
SO-100203,8/29/2025,South Africa,P3002,Blender Pro,Home Appliances,120,10,85,0,Debit Card,18-25,Male,Johannesburg,Rep 9
SO-100204,12/14/2025,South Africa,P4001,Skincare Kit,Personal Care,50,1,28,5,Mobile Payment,36-45,Female,Johannesburg,Rep 17
SO-100205,12/26/2025,South Africa,P1002,Laptop Air,Electronics,1100,2,880,10,Mobile Payment,26-35,Female,Cape Town,Rep 5
SO-100206,9/10/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,8,95,10,Mobile Payment,36-45,Female,Johannesburg,Rep 14
SO-100207,4/17/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,7,20,15,Cash,46-55,Female,Cape Town,Rep 11
SO-100208,6/27/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,8,95,5,Credit Card,46-55,Male,Cape Town,Rep 13
SO-100209,9/2/2025,South Africa,P1002,Laptop Air,Electronics,1100,6,880,5,Credit Card,46-55,Female,Cape Town,Rep 19
SO-100210,12/18/2025,South Africa,P2003,Organic Honey,Grocery,15,10,9,5,Cash,36-45,Male,Cape Town,Rep 6
SO-100211,6/13/2025,South Africa,P4001,Skincare Kit,Personal Care,50,6,28,5,Cash,18-25,Male,Pretoria,Rep 19
SO-100212,2/19/2025,South Africa,P4001,Skincare Kit,Personal Care,50,9,28,5,Credit Card,18-25,Female,Cape Town,Rep 19
SO-100213,12/12/2025,South Africa,P3002,Blender Pro,Home Appliances,120,4,85,5,Cash,18-25,Male,Cape Town,Rep 1
SO-100214,7/25/2025,South Africa,P2004,Spices Pack,Grocery,9,8,4,15,Mobile Payment,46-55,Female,Cape Town,Rep 9
SO-100215,1/19/2025,South Africa,P4001,Skincare Kit,Personal Care,50,5,28,10,Credit Card,36-45,Female,Johannesburg,Rep 15
SO-100216,3/9/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,5,Debit Card,36-45,Male,Pretoria,Rep 11
SO-100217,6/14/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,15,Cash,18-25,Male,Johannesburg,Rep 12
SO-100218,10/12/2025,South Africa,P4001,Skincare Kit,Personal Care,50,10,28,5,Debit Card,36-45,Male,Pretoria,Rep 9
SO-100219,11/9/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,6,95,10,Credit Card,36-45,Male,Johannesburg,Rep 18
SO-100220,9/14/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,5,165,0,Mobile Payment,26-35,Male,Johannesburg,Rep 9
SO-100221,12/30/2025,South Africa,P1002,Laptop Air,Electronics,1100,4,880,10,Credit Card,36-45,Male,Johannesburg,Rep 6
SO-100222,9/24/2025,South Africa,P2003,Organic Honey,Grocery,15,7,9,15,Mobile Payment,18-25,Female,Johannesburg,Rep 2
SO-100223,3/6/2025,South Africa,P4001,Skincare Kit,Personal Care,50,3,28,5,Mobile Payment,18-25,Male,Pretoria,Rep 4
SO-100224,7/15/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,1,165,0,Debit Card,36-45,Male,Pretoria,Rep 19
SO-100225,10/22/2025,South Africa,P1002,Laptop Air,Electronics,1100,9,880,15,Mobile Payment,26-35,Female,Pretoria,Rep 2
SO-100226,6/19/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,5,95,0,Mobile Payment,26-35,Female,Cape Town,Rep 16
SO-100227,12/10/2025,South Africa,P4001,Skincare Kit,Personal Care,50,4,28,5,Mobile Payment,26-35,Male,Johannesburg,Rep 3
SO-100228,9/9/2025,South Africa,P4001,Skincare Kit,Personal Care,50,9,28,10,Debit Card,36-45,Male,Johannesburg,Rep 18
SO-100229,8/15/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,7,20,5,Cash,46-55,Female,Johannesburg,Rep 16
SO-100230,12/2/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,2,95,15,Debit Card,36-45,Male,Pretoria,Rep 15
SO-100231,4/4/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,10,165,15,Credit Card,36-45,Male,Johannesburg,Rep 1
SO-100232,4/8/2025,South Africa,P1001,Smartphone X,Electronics,800,4,620,5,Mobile Payment,46-55,Female,Pretoria,Rep 19
SO-100233,7/24/2025,South Africa,P1002,Laptop Air,Electronics,1100,1,880,0,Credit Card,18-25,Male,Johannesburg,Rep 12
SO-100234,12/3/2025,South Africa,P1002,Laptop Air,Electronics,1100,3,880,15,Debit Card,18-25,Male,Cape Town,Rep 9
SO-100235,7/9/2025,South Africa,P4001,Skincare Kit,Personal Care,50,9,28,10,Credit Card,26-35,Female,Pretoria,Rep 17
SO-100236,11/12/2025,South Africa,P1002,Laptop Air,Electronics,1100,10,880,15,Debit Card,36-45,Female,Pretoria,Rep 17
SO-100237,1/7/2025,South Africa,P2004,Spices Pack,Grocery,9,1,4,15,Mobile Payment,36-45,Male,Pretoria,Rep 5
SO-100238,2/7/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,10,95,5,Debit Card,26-35,Male,Pretoria,Rep 18
SO-100239,1/13/2025,South Africa,P1001,Smartphone X,Electronics,800,9,620,15,Debit Card,26-35,Female,Pretoria,Rep 10
SO-100240,1/14/2025,South Africa,P1002,Laptop Air,Electronics,1100,1,880,10,Debit Card,18-25,Female,Pretoria,Rep 13
SO-100241,6/3/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,0,Mobile Payment,46-55,Female,Johannesburg,Rep 7
SO-100242,5/1/2025,South Africa,P2004,Spices Pack,Grocery,9,7,4,10,Cash,26-35,Male,Cape Town,Rep 15
SO-100243,6/4/2025,South Africa,P3002,Blender Pro,Home Appliances,120,8,85,10,Credit Card,18-25,Male,Pretoria,Rep 3
SO-100244,12/2/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,4,165,15,Credit Card,46-55,Male,Cape Town,Rep 9
SO-100245,8/12/2025,South Africa,P1002,Laptop Air,Electronics,1100,10,880,5,Mobile Payment,26-35,Male,Cape Town,Rep 14
SO-100246,8/5/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,9,165,10,Mobile Payment,46-55,Female,Johannesburg,Rep 14
SO-100247,11/26/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,1,20,15,Credit Card,36-45,Female,Johannesburg,Rep 3
SO-100248,7/17/2025,South Africa,P2004,Spices Pack,Grocery,9,3,4,10,Debit Card,46-55,Female,Cape Town,Rep 12
SO-100249,12/28/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,1,20,10,Debit Card,46-55,Female,Johannesburg,Rep 13
SO-100250,9/11/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,5,95,0,Mobile Payment,18-25,Male,Pretoria,Rep 8
SO-100251,6/5/2025,South Africa,P4001,Skincare Kit,Personal Care,50,6,28,15,Mobile Payment,36-45,Male,Cape Town,Rep 3
SO-100252,8/23/2025,South Africa,P4001,Skincare Kit,Personal Care,50,2,28,15,Credit Card,26-35,Male,Cape Town,Rep 2
SO-100253,1/14/2025,South Africa,P1001,Smartphone X,Electronics,800,1,620,5,Debit Card,26-35,Female,Johannesburg,Rep 14
SO-100254,12/30/2025,South Africa,P2004,Spices Pack,Grocery,9,6,4,15,Debit Card,46-55,Female,Cape Town,Rep 2
SO-100255,2/28/2025,South Africa,P3002,Blender Pro,Home Appliances,120,10,85,10,Debit Card,18-25,Female,Pretoria,Rep 9
SO-100256,9/10/2025,South Africa,P4001,Skincare Kit,Personal Care,50,7,28,5,Debit Card,18-25,Female,Johannesburg,Rep 17
SO-100257,2/13/2025,South Africa,P1001,Smartphone X,Electronics,800,8,620,5,Debit Card,46-55,Female,Pretoria,Rep 9
SO-100258,1/7/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,3,95,5,Credit Card,36-45,Male,Cape Town,Rep 14
SO-100259,1/8/2025,South Africa,P2004,Spices Pack,Grocery,9,1,4,10,Credit Card,46-55,Male,Pretoria,Rep 1
SO-100260,8/12/2025,South Africa,P2003,Organic Honey,Grocery,15,6,9,10,Mobile Payment,18-25,Male,Pretoria,Rep 10
SO-100261,10/3/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,8,165,10,Credit Card,18-25,Female,Johannesburg,Rep 19
SO-100262,6/23/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,3,95,0,Cash,46-55,Female,Pretoria,Rep 3
SO-100263,2/26/2025,South Africa,P4001,Skincare Kit,Personal Care,50,8,28,5,Debit Card,18-25,Female,Cape Town,Rep 4
SO-100264,6/17/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,6,95,0,Mobile Payment,18-25,Female,Johannesburg,Rep 5
SO-100265,10/17/2025,South Africa,P2003,Organic Honey,Grocery,15,4,9,5,Credit Card,36-45,Male,Johannesburg,Rep 14
SO-100266,2/13/2025,South Africa,P3002,Blender Pro,Home Appliances,120,4,85,15,Debit Card,18-25,Male,Johannesburg,Rep 9
SO-100267,3/21/2025,South Africa,P3002,Blender Pro,Home Appliances,120,10,85,10,Cash,46-55,Male,Pretoria,Rep 10
SO-100268,11/3/2025,South Africa,P1002,Laptop Air,Electronics,1100,9,880,0,Mobile Payment,36-45,Male,Pretoria,Rep 4
SO-100269,6/28/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,7,20,15,Cash,26-35,Male,Cape Town,Rep 15
SO-100270,4/12/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,9,165,0,Mobile Payment,26-35,Female,Cape Town,Rep 5
SO-100271,9/18/2025,South Africa,P1002,Laptop Air,Electronics,1100,3,880,5,Mobile Payment,18-25,Male,Johannesburg,Rep 7
SO-100272,11/14/2025,South Africa,P2004,Spices Pack,Grocery,9,8,4,10,Mobile Payment,26-35,Male,Cape Town,Rep 2
SO-100273,12/19/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,5,Mobile Payment,36-45,Female,Johannesburg,Rep 13
SO-100274,9/26/2025,South Africa,P2004,Spices Pack,Grocery,9,2,4,5,Debit Card,18-25,Female,Cape Town,Rep 2
SO-100275,5/11/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,7,165,0,Debit Card,18-25,Male,Pretoria,Rep 15
SO-100276,7/30/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,7,165,15,Mobile Payment,46-55,Male,Cape Town,Rep 9
SO-100277,3/30/2025,South Africa,P1001,Smartphone X,Electronics,800,7,620,15,Credit Card,26-35,Male,Cape Town,Rep 20
SO-100278,5/15/2025,South Africa,P1002,Laptop Air,Electronics,1100,10,880,0,Cash,18-25,Female,Cape Town,Rep 16
SO-100279,9/24/2025,South Africa,P1002,Laptop Air,Electronics,1100,4,880,10,Credit Card,36-45,Female,Pretoria,Rep 10
SO-100280,11/13/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,15,Credit Card,18-25,Male,Cape Town,Rep 11
SO-100281,11/14/2025,South Africa,P2003,Organic Honey,Grocery,15,4,9,5,Debit Card,26-35,Female,Pretoria,Rep 5
SO-100282,5/14/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,9,95,10,Credit Card,26-35,Male,Cape Town,Rep 5
SO-100283,9/7/2025,South Africa,P4001,Skincare Kit,Personal Care,50,3,28,0,Mobile Payment,46-55,Female,Pretoria,Rep 15
SO-100284,11/11/2025,South Africa,P2004,Spices Pack,Grocery,9,7,4,15,Credit Card,46-55,Female,Johannesburg,Rep 20
SO-100285,3/16/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,5,165,5,Cash,18-25,Female,Johannesburg,Rep 18
SO-100286,9/28/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,7,20,10,Credit Card,46-55,Male,Pretoria,Rep 7
SO-100287,1/2/2025,South Africa,P1002,Laptop Air,Electronics,1100,8,880,10,Mobile Payment,46-55,Male,Pretoria,Rep 6
SO-100288,10/9/2025,South Africa,P1002,Laptop Air,Electronics,1100,3,880,15,Debit Card,36-45,Male,Johannesburg,Rep 18
SO-100289,1/5/2025,South Africa,P3002,Blender Pro,Home Appliances,120,8,85,15,Debit Card,46-55,Male,Johannesburg,Rep 7
SO-100290,12/31/2025,South Africa,P2004,Spices Pack,Grocery,9,4,4,0,Debit Card,46-55,Male,Johannesburg,Rep 16
SO-100291,3/6/2025,South Africa,P3002,Blender Pro,Home Appliances,120,2,85,15,Credit Card,26-35,Male,Cape Town,Rep 14
SO-100292,2/5/2025,South Africa,P1001,Smartphone X,Electronics,800,3,620,0,Credit Card,18-25,Female,Pretoria,Rep 15
SO-100293,9/27/2025,South Africa,P2004,Spices Pack,Grocery,9,7,4,10,Mobile Payment,36-45,Male,Johannesburg,Rep 11
SO-100294,12/10/2025,South Africa,P4001,Skincare Kit,Personal Care,50,7,28,5,Credit Card,18-25,Male,Pretoria,Rep 15
SO-100295,5/8/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,0,Credit Card,18-25,Female,Johannesburg,Rep 13
SO-100296,12/9/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,9,20,5,Debit Card,18-25,Female,Johannesburg,Rep 20
SO-100297,10/25/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,8,165,5,Mobile Payment,36-45,Female,Cape Town,Rep 14
SO-100298,7/29/2025,South Africa,P2003,Organic Honey,Grocery,15,8,9,5,Mobile Payment,26-35,Female,Cape Town,Rep 18
SO-100299,4/29/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,4,95,10,Cash,18-25,Male,Johannesburg,Rep 19
SO-100300,1/4/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,1,165,10,Mobile Payment,18-25,Female,Johannesburg,Rep 2
SO-100301,5/14/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,6,20,5,Mobile Payment,46-55,Female,Johannesburg,Rep 6
SO-100302,3/4/2025,South Africa,P4001,Skincare Kit,Personal Care,50,10,28,0,Mobile Payment,36-45,Male,Cape Town,Rep 12
SO-100303,7/2/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,6,95,15,Debit Card,18-25,Female,Johannesburg,Rep 7
SO-100304,5/26/2025,South Africa,P1002,Laptop Air,Electronics,1100,8,880,15,Credit Card,36-45,Female,Johannesburg,Rep 3
SO-100305,7/15/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,4,95,5,Mobile Payment,46-55,Male,Johannesburg,Rep 19
SO-100306,4/24/2025,South Africa,P1002,Laptop Air,Electronics,1100,8,880,5,Cash,46-55,Female,Johannesburg,Rep 8
SO-100307,1/10/2025,South Africa,P1001,Smartphone X,Electronics,800,9,620,15,Debit Card,18-25,Male,Pretoria,Rep 3
SO-100308,7/12/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,7,165,10,Cash,46-55,Male,Pretoria,Rep 2
SO-100309,1/31/2025,South Africa,P1002,Laptop Air,Electronics,1100,10,880,15,Debit Card,26-35,Male,Pretoria,Rep 16
SO-100310,5/18/2025,South Africa,P2004,Spices Pack,Grocery,9,5,4,15,Mobile Payment,36-45,Male,Cape Town,Rep 12
SO-100311,3/20/2025,South Africa,P3002,Blender Pro,Home Appliances,120,7,85,0,Debit Card,18-25,Female,Pretoria,Rep 18
SO-100312,8/29/2025,South Africa,P1001,Smartphone X,Electronics,800,3,620,0,Cash,46-55,Female,Johannesburg,Rep 18
SO-100313,7/11/2025,South Africa,P2004,Spices Pack,Grocery,9,5,4,5,Mobile Payment,18-25,Female,Cape Town,Rep 7
SO-100314,3/20/2025,South Africa,P1001,Smartphone X,Electronics,800,6,620,10,Cash,46-55,Male,Johannesburg,Rep 7
SO-100315,9/13/2025,South Africa,P4001,Skincare Kit,Personal Care,50,2,28,15,Debit Card,18-25,Male,Pretoria,Rep 17
SO-100316,3/3/2025,South Africa,P1001,Smartphone X,Electronics,800,6,620,0,Cash,36-45,Male,Cape Town,Rep 11
SO-100317,7/20/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,3,95,10,Credit Card,46-55,Female,Cape Town,Rep 5
SO-100318,1/31/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,6,95,0,Credit Card,46-55,Female,Johannesburg,Rep 19
SO-100319,10/15/2025,South Africa,P1002,Laptop Air,Electronics,1100,5,880,15,Cash,46-55,Male,Pretoria,Rep 3
SO-100320,12/14/2025,South Africa,P2004,Spices Pack,Grocery,9,5,4,15,Credit Card,26-35,Female,Pretoria,Rep 13
SO-100321,12/15/2025,South Africa,P4001,Skincare Kit,Personal Care,50,3,28,0,Cash,26-35,Male,Johannesburg,Rep 18
SO-100322,2/1/2025,South Africa,P2003,Organic Honey,Grocery,15,5,9,5,Mobile Payment,46-55,Male,Cape Town,Rep 8
SO-100323,5/28/2025,South Africa,P1001,Smartphone X,Electronics,800,8,620,0,Debit Card,36-45,Female,Johannesburg,Rep 18
SO-100324,5/10/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,10,20,10,Credit Card,46-55,Male,Johannesburg,Rep 11
SO-100325,4/17/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,2,20,10,Mobile Payment,18-25,Male,Pretoria,Rep 9
SO-100326,3/15/2025,South Africa,P1001,Smartphone X,Electronics,800,4,620,15,Debit Card,26-35,Female,Johannesburg,Rep 14
SO-100327,3/30/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,9,20,5,Mobile Payment,46-55,Male,Johannesburg,Rep 12
SO-100328,11/23/2025,South Africa,P2004,Spices Pack,Grocery,9,4,4,0,Cash,26-35,Male,Cape Town,Rep 16
SO-100329,5/25/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,9,20,0,Credit Card,46-55,Male,Cape Town,Rep 7
SO-100330,6/5/2025,South Africa,P3002,Blender Pro,Home Appliances,120,8,85,5,Mobile Payment,46-55,Female,Johannesburg,Rep 15
SO-100331,2/3/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,9,20,5,Mobile Payment,36-45,Female,Pretoria,Rep 1
SO-100332,6/6/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,7,165,10,Cash,26-35,Male,Johannesburg,Rep 1
SO-100333,2/25/2025,South Africa,P2004,Spices Pack,Grocery,9,1,4,15,Debit Card,26-35,Male,Cape Town,Rep 7
SO-100334,4/22/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,3,95,10,Debit Card,18-25,Female,Pretoria,Rep 17
SO-100335,8/18/2025,South Africa,P4001,Skincare Kit,Personal Care,50,8,28,0,Mobile Payment,18-25,Male,Cape Town,Rep 18
SO-100336,12/10/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,6,20,10,Cash,46-55,Male,Cape Town,Rep 14
SO-100337,3/20/2025,South Africa,P1001,Smartphone X,Electronics,800,5,620,0,Credit Card,36-45,Female,Cape Town,Rep 20
SO-100338,12/9/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,7,95,0,Mobile Payment,36-45,Male,Pretoria,Rep 3
SO-100339,5/27/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,10,95,5,Debit Card,26-35,Female,Pretoria,Rep 12
SO-100340,10/24/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,4,95,0,Cash,18-25,Female,Pretoria,Rep 12
SO-100341,11/3/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,10,Debit Card,46-55,Female,Johannesburg,Rep 8
SO-100342,12/28/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,2,95,10,Debit Card,36-45,Female,Pretoria,Rep 5
SO-100343,10/14/2025,South Africa,P1002,Laptop Air,Electronics,1100,3,880,15,Debit Card,46-55,Male,Johannesburg,Rep 1
SO-100344,9/3/2025,South Africa,P2003,Organic Honey,Grocery,15,2,9,15,Mobile Payment,26-35,Female,Pretoria,Rep 7
SO-100345,9/21/2025,South Africa,P2004,Spices Pack,Grocery,9,9,4,0,Debit Card,18-25,Female,Pretoria,Rep 7
SO-100346,5/6/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,1,95,15,Debit Card,46-55,Male,Pretoria,Rep 11
SO-100347,11/18/2025,South Africa,P2004,Spices Pack,Grocery,9,6,4,10,Debit Card,46-55,Female,Pretoria,Rep 7
SO-100348,3/7/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,6,95,10,Mobile Payment,36-45,Male,Pretoria,Rep 15
SO-100349,9/19/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,7,20,0,Debit Card,36-45,Female,Cape Town,Rep 7
SO-100350,1/13/2025,South Africa,P2004,Spices Pack,Grocery,9,1,4,5,Mobile Payment,46-55,Female,Johannesburg,Rep 5
SO-100351,6/20/2025,South Africa,P1001,Smartphone X,Electronics,800,3,620,0,Credit Card,36-45,Female,Cape Town,Rep 20
SO-100352,7/21/2025,South Africa,P2004,Spices Pack,Grocery,9,3,4,0,Cash,46-55,Male,Cape Town,Rep 11
SO-100353,4/26/2025,South Africa,P1001,Smartphone X,Electronics,800,6,620,15,Credit Card,36-45,Male,Johannesburg,Rep 4
SO-100354,8/11/2025,South Africa,P1002,Laptop Air,Electronics,1100,2,880,10,Debit Card,26-35,Male,Pretoria,Rep 12
SO-100355,4/10/2025,South Africa,P2003,Organic Honey,Grocery,15,3,9,0,Debit Card,18-25,Female,Johannesburg,Rep 19
SO-100356,1/25/2025,South Africa,P2003,Organic Honey,Grocery,15,4,9,0,Cash,26-35,Male,Cape Town,Rep 5
SO-100357,8/9/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,5,Cash,18-25,Female,Cape Town,Rep 13
SO-100358,3/30/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,15,Mobile Payment,46-55,Female,Cape Town,Rep 18
SO-100359,6/19/2025,South Africa,P3002,Blender Pro,Home Appliances,120,5,85,0,Cash,46-55,Male,Pretoria,Rep 6
SO-100360,9/20/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,2,165,10,Credit Card,46-55,Male,Johannesburg,Rep 4
SO-100361,12/29/2025,South Africa,P2003,Organic Honey,Grocery,15,5,9,10,Cash,26-35,Female,Johannesburg,Rep 19
SO-100362,4/9/2025,South Africa,P4001,Skincare Kit,Personal Care,50,8,28,10,Credit Card,36-45,Male,Cape Town,Rep 5
SO-100363,2/13/2025,South Africa,P1001,Smartphone X,Electronics,800,3,620,0,Mobile Payment,26-35,Female,Johannesburg,Rep 8
SO-100364,4/6/2025,South Africa,P2003,Organic Honey,Grocery,15,1,9,5,Cash,36-45,Female,Johannesburg,Rep 2
SO-100365,3/24/2025,South Africa,P2004,Spices Pack,Grocery,9,1,4,5,Mobile Payment,26-35,Female,Cape Town,Rep 19
SO-100366,2/4/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,0,Cash,26-35,Male,Pretoria,Rep 9
SO-100367,8/31/2025,South Africa,P4001,Skincare Kit,Personal Care,50,7,28,10,Debit Card,18-25,Female,Pretoria,Rep 14
SO-100368,6/29/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,5,20,10,Mobile Payment,18-25,Female,Pretoria,Rep 11
SO-100369,1/26/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,1,165,10,Credit Card,46-55,Female,Johannesburg,Rep 17
SO-100370,4/5/2025,South Africa,P1002,Laptop Air,Electronics,1100,5,880,5,Debit Card,26-35,Female,Pretoria,Rep 8
SO-100371,3/25/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,5,20,5,Cash,18-25,Male,Pretoria,Rep 17
SO-100372,10/17/2025,South Africa,P2004,Spices Pack,Grocery,9,9,4,10,Mobile Payment,26-35,Male,Johannesburg,Rep 13
SO-100373,11/24/2025,South Africa,P4001,Skincare Kit,Personal Care,50,3,28,5,Debit Card,26-35,Male,Johannesburg,Rep 2
SO-100374,5/13/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,5,Credit Card,36-45,Male,Johannesburg,Rep 3
SO-100375,1/26/2025,South Africa,P2003,Organic Honey,Grocery,15,2,9,5,Credit Card,26-35,Male,Cape Town,Rep 8
SO-100376,8/7/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,10,165,5,Mobile Payment,36-45,Female,Pretoria,Rep 12
SO-100377,3/9/2025,South Africa,P1001,Smartphone X,Electronics,800,10,620,0,Mobile Payment,36-45,Female,Johannesburg,Rep 15
SO-100378,4/28/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,9,95,0,Cash,36-45,Female,Johannesburg,Rep 14
SO-100379,9/25/2025,South Africa,P1001,Smartphone X,Electronics,800,3,620,5,Debit Card,46-55,Male,Cape Town,Rep 18
SO-100380,8/10/2025,South Africa,P1002,Laptop Air,Electronics,1100,8,880,0,Debit Card,26-35,Male,Johannesburg,Rep 16
SO-100381,5/14/2025,South Africa,P4001,Skincare Kit,Personal Care,50,4,28,10,Debit Card,36-45,Female,Johannesburg,Rep 7
SO-100382,2/20/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,10,95,10,Mobile Payment,36-45,Female,Cape Town,Rep 8
SO-100383,5/23/2025,South Africa,P2004,Spices Pack,Grocery,9,8,4,0,Debit Card,46-55,Male,Pretoria,Rep 12
SO-100384,10/20/2025,South Africa,P2004,Spices Pack,Grocery,9,4,4,0,Debit Card,46-55,Male,Cape Town,Rep 5
SO-100385,8/22/2025,South Africa,P1001,Smartphone X,Electronics,800,1,620,0,Mobile Payment,46-55,Female,Pretoria,Rep 6
SO-100386,2/13/2025,South Africa,P1002,Laptop Air,Electronics,1100,3,880,15,Credit Card,18-25,Male,Johannesburg,Rep 8
SO-100387,2/13/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,1,95,5,Mobile Payment,46-55,Male,Johannesburg,Rep 11
SO-100388,1/19/2025,South Africa,P2003,Organic Honey,Grocery,15,4,9,10,Credit Card,26-35,Male,Cape Town,Rep 1
SO-100389,11/6/2025,South Africa,P1002,Laptop Air,Electronics,1100,4,880,0,Debit Card,26-35,Female,Johannesburg,Rep 20
SO-100390,6/13/2025,South Africa,P4001,Skincare Kit,Personal Care,50,5,28,10,Cash,36-45,Male,Pretoria,Rep 4
SO-100391,10/27/2025,South Africa,P1001,Smartphone X,Electronics,800,5,620,15,Mobile Payment,36-45,Male,Cape Town,Rep 2
SO-100392,8/9/2025,South Africa,P4001,Skincare Kit,Personal Care,50,7,28,15,Cash,36-45,Female,Pretoria,Rep 8
SO-100393,6/19/2025,South Africa,P1001,Smartphone X,Electronics,800,5,620,15,Debit Card,36-45,Female,Johannesburg,Rep 6
SO-100394,2/16/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,1,165,0,Credit Card,26-35,Male,Pretoria,Rep 6
SO-100395,11/11/2025,South Africa,P1003,Wireless Earbuds,Electronics,150,10,95,0,Credit Card,26-35,Female,Cape Town,Rep 6
SO-100396,3/25/2025,South Africa,P3001,Microwave Oven,Home Appliances,220,6,165,5,Debit Card,36-45,Female,Cape Town,Rep 11
SO-100397,10/28/2025,South Africa,P1001,Smartphone X,Electronics,800,9,620,10,Credit Card,36-45,Female,Cape Town,Rep 1
SO-100398,12/4/2025,South Africa,P2004,Spices Pack,Grocery,9,7,4,10,Cash,26-35,Male,Pretoria,Rep 8
SO-100399,10/18/2025,South Africa,P4001,Skincare Kit,Personal Care,50,1,28,5,Cash,26-35,Female,Cape Town,Rep 8
SO-100400,10/25/2025,South Africa,P4002,Hair Trimmer,Personal Care,35,2,20,15,Credit Card,46-55,Female,Cape Town,Rep 2
